Unnamed: 0,Job_Role,Android,Angular,AWS,Azure,Blockchain,Bootstrap,C#,C++,Confluence,CSS,CSS3,Data Science,DigitalOcean,Django,Docker,Ethereum,Git,Google Cloud Platform,GraphQL,Heroku,HTML,HTML5,iOS,Java,JavaScript,Jira,Kubernetes,LESS,Machine Learning,MERN Stack,MongoDB,Node.js,PHP,Python,PyTorch,React,RESTful API,Ruby,R,Sass,Solidity,Spring Framework,SQL,Swift,TensorFlow,TypeScript,Unity,Vue.js
642,Android Developer,3,3,3,3,3,2,2,0,3,2,2,2,0,2,3,3,3,3,0,2,2,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,0,2,2,3,3,0,3,3,2,3,3
643,Enterprise Architect,3,3,2,3,0,3,2,0,3,3,3,2,3,3,2,2,3,0,3,2,3,2,2,2,2,2,3,2,3,3,2,2,3,0,2,3,2,2,2,2,2,3,3,2,3,2,3,0
644,Project Manager,3,2,2,3,3,0,2,0,2,3,3,2,3,0,2,2,3,3,3,2,2,3,2,2,3,3,0,2,2,3,3,2,3,2,3,3,2,2,3,3,0,2,2,2,2,2,3,2
645,Data Modeler,3,3,3,2,2,2,3,3,2,2,0,2,2,2,3,3,3,3,3,0,3,0,2,3,3,2,3,3,3,0,3,3,3,0,2,2,3,3,3,3,2,3,3,3,2,2,3,2
646,Blockchain Developer,3,3,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,3,0,3,3,3,2,3,2,2,3,3,2,3,2,0,3,0,0,2,2,2,3,3,0,3,3,3,3,3,3
647,AI Engineer,3,2,0,2,2,2,2,2,2,3,2,3,3,2,3,0,3,3,3,2,2,2,2,2,2,3,2,0,3,2,3,2,3,3,3,2,3,2,3,3,2,0,3,3,3,2,0,2
648,Frontend Engineer,2,2,2,3,3,3,2,2,0,3,3,3,2,3,2,3,3,3,0,2,3,3,2,3,3,3,3,2,3,0,0,0,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
649,Data Engineering Manager,3,0,3,2,2,3,0,2,2,3,0,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,2,3,0,3,3,0,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3
650,AI Product Manager,0,2,2,3,2,0,2,3,2,2,2,0,3,2,3,3,3,0,2,2,2,3,2,3,3,3,3,3,2,3,3,2,2,0,2,2,3,3,3,3,2,3,3,2,2,2,3,2
651,DevOps Engineer,2,0,3,0,2,2,3,3,2,2,0,3,0,2,3,0,3,3,2,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,3,2,3,3,3,2,2,2,3,3,3,2
652,Automation Engineer,2,0,3,3,3,3,0,3,3,3,2,3,3,3,2,3,3,3,2,2,2,0,3,3,0,2,3,2,3,3,2,3,0,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3
653,Software Development Manager,0,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,2,3,3,3,0,3,3,2,0,3,3,3,0,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,2,2,0
654,Blockchain Developer,3,2,3,2,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,0,3,2,3,2,3,2,3,3,3,3,2,3,0,2,0,0,3,3,3,3,3,0,3,2,3,3,3,3
655,Cloud Solutions Architect,2,0,3,3,3,3,3,3,3,3,2,3,3,2,0,2,3,2,3,0,3,2,2,2,0,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,2,2,2,3,0,3,3,2
656,MERN Developer,2,2,3,2,2,3,2,3,2,0,2,3,2,2,2,3,3,2,3,2,2,2,2,3,3,2,2,2,3,0,3,3,2,3,2,3,2,2,3,2,3,3,0,3,2,0,3,0
657,Cloud Architect,2,0,3,3,0,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,3,0,3,0,3,3,3,2,3,2,2,3,2,2,3,2,3,2,3,3,2,3,2,3,0,3,3
658,System Administrator,2,3,3,3,0,0,3,3,2,3,2,3,2,3,2,2,3,3,3,3,3,2,3,2,2,3,3,3,3,0,3,3,3,0,0,3,2,2,2,2,3,3,2,3,2,2,2,2
659,Data Analyst,3,3,0,3,2,3,3,3,2,0,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,0,2,2,3,0,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,0
660,Cloud Solutions Architect,2,0,3,3,3,3,2,2,3,2,2,3,3,3,0,2,3,2,3,0,3,2,3,2,0,2,2,2,2,3,3,2,3,3,2,2,3,3,2,2,2,3,2,2,0,3,2,3
661,Blockchain Developer,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,0,2,2,3,2,2,2,2,2,3,2,2,2,0,2,0,0,2,2,3,2,3,0,2,3,3,2,2,3
662,Software Architect,3,2,3,0,3,2,2,3,0,3,0,2,3,2,3,3,3,2,2,3,2,2,3,0,2,3,3,0,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3
663,Product Owner,3,2,2,2,2,3,3,3,3,3,0,2,3,2,3,3,3,0,3,3,2,3,2,2,2,2,0,2,2,0,2,2,3,3,2,3,2,0,2,3,3,3,3,2,2,3,2,2
664,Solutions Architect,3,0,3,3,3,0,2,3,3,3,0,3,2,3,3,3,3,0,3,2,2,3,3,2,3,3,2,2,2,3,3,2,3,2,2,3,2,2,0,2,2,3,3,2,2,2,2,3
665,Cloud Architect,3,0,3,3,0,2,2,2,3,2,3,2,3,3,3,3,3,2,2,2,3,2,0,2,0,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,3,3,2,3,0,2,2
666,Cybersecurity Lead,2,3,2,0,2,0,0,2,3,3,3,2,2,3,2,0,3,3,2,3,0,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,2,2
667,UI Architect,2,3,3,3,2,3,3,3,3,3,3,3,0,2,2,0,3,0,2,2,3,3,2,3,3,0,3,2,2,3,2,0,3,3,3,3,2,2,3,2,3,2,2,3,2,3,3,3
668,Machine Learning Engineer,2,2,3,0,3,0,2,3,3,3,3,2,2,2,3,2,3,0,3,3,2,2,2,3,0,2,3,3,3,3,3,3,2,3,3,2,3,3,2,2,3,0,3,3,3,2,3,2
669,Network Engineer,0,2,2,3,2,3,3,0,2,3,2,0,0,2,2,3,3,3,3,3,2,2,2,3,3,2,2,3,2,2,2,3,3,2,0,2,2,3,3,2,3,3,3,2,3,3,3,2
670,Backend Engineer,3,3,3,2,2,2,3,0,2,3,0,3,2,3,2,2,3,2,0,3,2,2,3,3,0,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,3,2,3,3,0,2,2,3
671,Frontend Architect,3,3,2,3,2,3,2,0,0,3,3,2,0,2,2,0,3,3,2,2,3,2,2,2,3,3,3,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
672,Cloud Engineer,2,3,3,3,0,3,3,3,3,3,0,3,2,3,3,0,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,0,3,2,2,0,2,3,2,2,2,2,3,3,3,2,2
673,Enterprise Architect,3,3,3,3,0,2,2,0,2,2,2,3,3,2,3,3,3,0,2,2,3,3,3,3,2,2,2,3,3,3,3,3,2,0,3,2,3,3,3,3,3,2,3,2,3,2,3,0
674,Blockchain Developer,2,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,0,2,2,2,3,3,3,2,2,3,3,2,2,0,3,0,0,3,3,3,3,3,0,2,2,3,2,3,2
675,Frontend Development Lead,2,3,2,2,0,3,0,2,3,3,3,0,3,2,2,3,3,3,2,2,3,2,3,2,3,2,3,0,3,2,3,2,2,2,0,3,2,2,3,3,2,3,3,3,2,2,3,3
676,Embedded Systems Engineer,2,2,2,2,3,3,2,2,3,2,2,2,3,0,3,2,3,3,3,0,3,3,0,3,0,2,3,2,3,2,3,3,3,3,2,0,2,3,3,3,2,3,2,2,3,3,3,3
677,Enterprise Architect,3,3,2,2,0,2,2,0,2,2,2,2,2,2,3,2,3,0,3,2,3,3,3,2,3,2,3,3,2,2,3,3,3,0,3,2,2,3,3,3,3,2,2,3,2,3,2,0
678,UI Development Lead,0,3,3,3,0,3,2,3,3,3,2,2,2,3,3,3,3,2,2,3,3,0,2,2,3,3,3,0,0,2,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3
679,IT Support Specialist,2,2,3,2,0,2,3,3,2,0,3,3,3,3,2,2,3,2,0,2,3,3,3,0,2,2,3,2,2,0,2,3,2,3,2,3,3,2,3,3,2,2,2,3,3,3,3,3
680,UI/UX Designer,3,3,3,3,0,3,3,2,3,3,2,3,3,0,2,3,0,2,3,2,3,3,3,0,3,3,3,2,0,3,2,2,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,2
681,Machine Learning Engineer,3,2,3,0,2,0,3,3,3,2,3,2,3,3,2,3,3,0,2,3,2,3,3,3,0,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,3,0,2,3,3,2,2,2
682,Cybersecurity Manager,0,3,2,3,2,2,3,0,3,3,3,2,2,2,2,2,3,3,2,2,0,3,2,3,2,3,2,2,2,3,2,2,2,3,3,3,2,2,0,0,2,2,3,2,2,3,3,3
683,Project Manager,3,3,2,3,3,0,2,0,2,2,2,3,3,0,3,3,3,3,2,2,3,3,2,3,2,3,0,2,2,3,3,3,3,2,2,2,3,3,3,2,0,3,3,3,3,3,3,2
684,Business Analyst,2,3,3,3,2,0,2,0,2,3,3,2,2,2,2,0,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,3,2,2,2,3,3,0,3,0,2,2,2,3,3,3,2,3
685,UI Architect,2,2,2,3,3,3,2,2,3,3,3,3,0,3,3,0,3,0,2,3,3,3,2,2,3,0,2,3,2,2,3,0,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,3
686,Project Manager,3,3,3,3,3,0,3,0,2,3,2,3,3,0,3,2,3,2,3,3,2,3,2,2,2,3,0,3,3,3,3,2,3,2,3,3,2,2,3,3,0,2,3,3,3,3,2,2
687,Backend Development Manager,2,3,2,2,2,3,2,0,3,2,2,2,3,3,3,3,3,0,2,2,2,0,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,0,3,2,3,3,0,2,3,2,3
688,Data Warehouse Architect,0,2,3,3,3,3,3,2,3,3,3,2,3,0,3,3,3,3,3,2,0,2,2,3,3,0,3,2,0,2,3,3,3,3,2,2,2,3,2,2,2,3,3,2,3,2,3,2
689,AI Engineer,2,2,0,3,2,3,3,2,3,2,3,2,3,2,3,0,3,3,3,3,3,2,3,2,2,3,2,0,3,2,2,2,3,3,3,3,2,2,3,2,2,0,2,3,3,3,0,2
690,Full Stack Developer,3,3,3,2,3,3,2,2,0,3,2,0,2,3,3,2,3,3,0,2,3,3,2,0,3,2,2,2,2,3,2,3,2,3,0,3,3,2,2,2,3,2,2,2,2,2,2,3
691,Embedded Software Engineer,2,2,0,3,3,3,3,3,3,3,0,3,2,3,3,2,3,2,3,3,0,3,3,3,3,2,3,3,2,3,2,0,0,3,3,2,3,2,3,3,2,3,2,3,2,2,2,3
692,Data Engineering Manager,3,0,3,3,3,2,0,3,2,3,0,3,2,2,3,2,3,2,2,2,3,2,2,2,2,3,2,2,0,2,2,0,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,2
693,QA Manager,0,2,3,2,2,2,2,0,2,2,2,0,2,3,3,3,3,3,0,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,0
694,Cybersecurity Manager,0,2,3,2,3,2,2,0,2,3,3,3,2,2,3,2,3,3,2,3,0,2,3,2,2,2,2,3,2,2,3,2,3,3,3,3,2,2,0,0,2,2,3,3,2,3,3,3
695,Frontend Development Manager,2,3,2,0,3,3,0,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,0,3,2,3,2,3,3,0,3,3,3,2,0,3,2,3,2,3,3,3,2,3
696,Software Developer,2,2,0,3,0,0,3,2,3,2,3,2,3,3,0,3,3,3,0,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,3,3,3,2,3
697,Machine Learning Engineer,3,2,2,0,2,0,2,3,2,3,2,3,2,2,2,2,3,0,3,3,3,3,3,2,0,2,2,2,3,3,2,2,3,3,3,3,2,2,3,2,3,0,2,3,3,2,3,3
698,Computer Vision Engineer,0,3,3,0,2,0,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,0,2,3,2,0,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
699,Backend Developer,2,3,2,2,2,2,2,0,2,0,3,3,0,3,3,3,3,0,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,0,2,2,2,3,3,2,2,3,3,2
700,Network Security Engineer,2,0,3,3,2,2,2,0,2,3,3,0,2,2,2,3,3,3,3,2,3,2,2,3,2,3,3,0,3,2,3,2,2,2,2,2,0,2,2,2,2,2,3,3,2,3,3,2
701,UX Designer,3,2,3,2,3,2,3,3,2,0,3,3,3,3,2,2,3,2,3,0,2,3,3,3,2,2,0,2,3,3,0,3,2,3,3,2,3,2,2,0,3,2,2,3,2,2,2,2
702,IT Manager,2,3,2,0,3,2,3,2,2,2,3,2,3,0,3,2,3,0,2,3,2,3,2,2,3,2,2,2,3,3,2,3,3,0,2,3,3,2,2,3,3,2,3,0,3,2,2,2
703,Machine Learning Lead,2,0,0,2,3,3,3,0,2,3,0,2,3,2,3,2,3,2,3,2,2,3,3,3,2,0,2,3,2,3,3,2,2,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3
704,Data Engineering Lead,2,3,3,2,3,2,2,3,3,0,2,3,2,0,2,0,3,3,2,3,3,2,3,0,3,3,2,3,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,0,2,3
705,UI/UX Designer,3,2,2,3,0,3,2,2,2,3,2,2,2,0,3,3,0,2,3,2,3,3,3,0,3,3,3,2,0,2,2,2,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2
706,Data Warehouse Architect,0,2,2,3,3,3,3,3,3,3,3,3,3,0,2,2,3,2,2,2,0,2,2,2,3,0,2,2,0,3,2,3,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,3
707,Data Analyst,2,3,0,3,2,3,3,2,2,0,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,3,0,2,3,3,0,3,2,3,2,2,2,2,3,2,2,3,3,3,3,3,2,0
708,Software Development Manager,0,2,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,2,2,2,0,3,3,3,0,3,3,2,0,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,2,0
709,Product Owner,3,3,3,3,2,3,3,2,2,2,0,3,3,2,2,3,3,0,3,2,2,2,3,2,2,3,0,3,2,0,3,2,3,3,3,2,3,0,3,3,2,2,3,3,3,3,3,3
710,Product Owner,3,3,3,2,3,3,2,3,3,2,0,3,3,2,3,3,3,0,3,2,2,3,2,2,2,2,0,3,3,0,3,2,3,3,3,2,2,0,3,2,2,3,3,2,3,3,3,3
711,Backend Developer,2,2,3,3,3,2,3,0,2,0,2,3,0,3,2,2,3,0,3,2,2,2,2,3,3,2,3,3,2,2,2,2,3,3,3,2,2,0,2,2,2,2,3,2,3,2,3,3
712,AI Engineer,2,3,0,2,3,3,3,2,2,3,3,3,2,2,2,0,3,3,2,3,2,2,3,3,3,3,3,0,3,2,3,2,3,3,3,2,3,3,3,3,2,0,3,3,3,3,0,2
713,UI Development Lead,0,2,3,2,0,3,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,0,3,2,3,3,2,0,0,2,2,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,2,3
714,Frontend Architect,2,3,3,3,2,2,3,0,0,3,3,2,0,3,3,0,3,3,2,3,3,2,2,3,3,2,2,0,2,2,2,2,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,3
715,Backend Architect,0,3,0,3,2,3,2,3,3,0,3,2,3,3,2,3,3,2,3,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,0,3,3,0
716,Frontend Development Lead,3,3,3,2,0,3,0,3,3,3,3,0,2,2,3,2,3,3,2,3,3,2,2,3,3,3,2,0,2,2,2,2,3,2,0,3,2,3,2,2,3,2,2,3,3,2,3,2
717,Cybersecurity Lead,3,3,2,0,2,0,0,2,2,2,3,2,3,3,2,0,3,2,3,3,0,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,2,2,2
718,UX Architect,3,2,2,3,2,3,3,2,3,0,3,3,3,2,0,0,3,3,3,3,3,2,3,3,3,3,2,2,0,3,3,3,2,2,3,2,3,2,3,0,3,3,3,3,2,2,3,2
719,Blockchain Developer,3,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,3,3,3,0,2,3,3,3,2,2,2,3,3,3,2,2,0,3,0,0,2,2,2,2,3,0,2,3,3,2,3,3
720,Database Administrator,2,3,0,3,2,3,3,2,2,2,2,3,3,2,2,3,2,2,0,2,2,3,3,2,2,3,0,0,3,2,3,2,3,2,2,2,3,2,2,3,0,3,3,2,2,2,3,2
721,Data Modeler,2,3,2,2,2,3,3,3,2,2,0,3,3,3,2,2,3,3,3,0,2,0,3,3,2,2,2,3,2,0,3,3,3,0,2,3,2,3,2,3,3,2,3,3,3,3,2,3
722,Data Engineering Lead,3,3,3,2,3,2,3,3,2,0,3,3,3,0,3,0,3,2,2,2,2,3,2,0,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,2,3,2,3,2,3,0,2,2
723,Software Development Manager,0,3,3,2,3,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,0,3,2,2,0,2,3,2,0,3,3,2,3,2,2,3,3,2,2,3,3,3,3,2,3,2,0
724,Cloud Security Engineer,3,3,2,2,2,3,3,3,2,3,3,3,0,2,0,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,0,2,3,2,2,3,0,3,3,2,0,2,3,3,3,2,3,3
725,Data Product Manager,3,3,3,3,3,2,2,3,3,0,3,0,3,2,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,2,3,2,0,3,3,3,2,0,3,3,3,2,2,2,2,3,0,2
726,SRE (Site Reliability Engineer),3,0,3,3,3,2,0,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,2,2,3,3,2,3,3,3,0,2,3,2,3,2,0,2,3,2,3,0,2
727,Backend Architect,0,3,0,3,2,3,3,2,3,0,3,3,3,3,2,2,3,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,2,2,0,2,3,0
728,Backend Architect,0,3,0,3,3,3,3,3,3,0,3,2,3,3,3,2,3,3,3,2,3,2,2,3,2,2,3,3,3,3,2,3,2,3,2,3,2,2,2,2,3,3,3,2,0,3,3,0
729,Data Warehouse Architect,0,2,3,3,3,2,2,3,3,2,2,2,2,0,2,3,3,2,3,3,0,3,2,2,2,0,2,3,0,3,2,3,2,3,3,2,2,2,3,2,3,3,3,3,2,2,3,2
730,Software Developer,2,3,0,3,0,0,3,2,3,2,3,2,3,3,0,2,3,3,0,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,3,2,2,2,3
731,Cybersecurity Analyst,3,0,2,0,3,0,3,2,2,2,2,3,2,3,3,2,3,2,2,2,0,0,2,3,2,3,2,2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,2,2,3,3,2,2
732,Database Administrator,2,3,0,2,3,2,3,3,3,3,2,3,2,3,3,2,3,3,0,2,3,2,3,3,3,3,0,0,2,3,3,3,3,3,3,3,2,2,2,2,0,3,3,2,3,3,3,3
733,ETL Developer,2,2,2,0,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,0,0,2,3,3,2,0,3,3,2,3,3,3,2,2,3,0,3,3,2,3,3,3,3,3,2,2,3,3
734,Django Developer,2,2,3,2,3,2,2,0,3,3,2,0,2,3,3,2,3,3,2,3,3,0,3,3,0,0,3,3,2,2,2,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,2,3
735,Software Development Manager,0,2,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,2,0,2,2,3,0,3,3,3,0,3,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,2,0
736,Data Engineer,3,0,2,2,2,0,2,3,3,0,3,2,3,3,3,3,3,0,3,3,3,2,2,3,3,3,2,3,3,2,3,3,2,3,3,2,3,2,2,3,0,2,3,2,3,2,2,2
737,Cybersecurity Manager,0,2,2,2,3,2,2,0,3,3,3,2,3,2,2,2,3,2,2,2,0,3,3,2,3,3,2,2,3,3,3,3,2,3,2,3,3,2,0,0,3,2,3,2,3,2,2,2
738,Big Data Engineer,0,0,2,2,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,0,2,3,3,2,2,2,0,3,2,2,3,2,0,2,3,2,2,2,3,2,2,3,3,2
739,UI Architect,3,3,3,3,3,2,2,3,3,3,3,2,0,2,3,0,3,0,2,3,3,2,3,2,3,0,2,2,3,2,2,0,3,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3
740,Cybersecurity Lead,2,2,3,0,3,0,0,2,2,3,3,2,3,3,3,0,3,2,3,2,0,3,3,2,3,2,3,2,2,3,2,2,2,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3
741,Data Engineering Manager,3,0,2,2,3,3,0,2,3,3,0,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,0,3,3,0,3,3,3,2,3,2,2,2,3,3,3,2,2,2,3,3
742,IT Support Specialist,2,2,3,2,0,2,2,3,3,0,3,2,2,3,2,2,3,2,0,3,2,2,2,0,3,2,3,2,2,0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2
743,Data Architect,3,3,2,2,3,3,2,3,0,0,2,3,2,3,2,3,3,2,2,3,3,3,2,3,3,2,3,0,2,2,3,3,2,3,2,3,2,2,3,2,3,3,3,3,0,3,2,0
744,Platform Engineer,0,3,3,3,3,0,2,0,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,2,2,3,3,2,2,0,3,3,3,3,0,2,3,3,2,3,2,2,2,3,3,3,3
745,Frontend Development Manager,2,3,3,0,3,3,0,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,0,2,3,3,3,2,2,0,2,3,3,2,0,2,3,2,2,3,2,3,3,2
746,Data Architect,2,3,2,3,3,2,2,2,0,0,3,2,2,2,3,2,3,2,2,2,3,3,2,2,2,2,2,0,2,2,3,2,3,2,2,3,3,2,3,3,2,2,3,2,0,2,3,0
747,Backend Development Manager,2,2,3,3,3,2,2,0,3,2,2,2,3,3,3,2,3,0,3,2,2,0,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,0,2,3,3,3,0,3,2,2,2
748,Product Development Manager,3,0,3,2,2,0,2,2,3,3,2,2,3,0,3,2,3,3,0,2,2,3,2,3,2,2,0,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3
749,Django Developer,2,3,3,3,3,3,3,0,2,3,2,0,3,3,3,2,3,2,2,3,3,0,2,3,0,0,3,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,2,3,3,2,3,3
750,Platform Engineer,0,3,3,3,2,0,2,0,2,3,2,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,0,3,2,2,2,0,3,2,2,2,2,2,3,3,2,3,3,3
751,AI Product Manager,0,3,2,2,2,0,3,2,3,3,3,0,2,2,2,2,3,0,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,0,2,3,3,3,3,2,2,2,2,3,3,3,3,3
752,Game Developer,0,3,2,0,3,3,3,2,0,2,2,3,2,3,2,2,3,3,2,3,3,2,3,3,2,3,3,0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,2,3,3,0
753,Cloud Security Engineer,2,3,2,3,3,2,3,3,2,3,3,2,0,3,0,3,3,3,2,3,2,2,3,2,3,2,2,2,3,2,0,3,3,3,2,3,0,3,2,2,0,3,3,3,2,2,2,3
754,Network Security Engineer,2,0,2,2,3,3,3,0,2,3,3,0,3,2,3,3,3,3,3,2,3,3,2,3,2,2,2,0,2,2,2,3,2,2,3,3,0,3,2,2,3,3,2,3,2,3,3,3
755,QA Manager,0,3,3,2,2,2,2,0,3,2,2,0,3,2,3,3,3,2,0,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,2,2,3,3,3,2,0
756,QA Lead,3,3,3,2,3,3,2,0,3,3,2,2,3,3,3,0,3,3,3,2,2,2,2,2,2,3,3,3,0,2,3,3,2,3,2,2,0,2,2,3,2,2,3,0,2,3,3,3
757,Frontend Developer,2,3,3,0,0,3,2,2,2,3,3,0,0,3,2,0,3,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3
758,Product Owner,3,2,3,3,2,2,3,2,2,2,0,2,3,2,3,2,3,0,2,2,2,3,3,3,3,3,0,2,2,0,3,2,2,2,2,2,3,0,2,3,3,3,3,2,3,2,3,3
759,Engineering Director,2,2,3,2,0,2,2,0,2,3,2,2,2,2,0,2,3,3,3,0,3,2,3,3,0,3,2,2,2,3,3,3,2,3,2,2,2,2,3,2,2,2,3,3,2,3,2,3
760,iOS Developer,0,3,2,2,3,0,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,2,2,0,2,2,2,3,0,3,2,2,3,2,3,3,3,2,0,2
761,Platform Engineer,0,2,3,3,3,0,2,0,3,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,3,2,3,2,0,3,3,3,2,0,3,2,3,3,2,2,2,2,3,3,2,2
762,Engineering Director,3,3,3,2,0,2,3,0,3,2,2,3,3,2,0,3,3,2,2,0,3,3,2,2,0,3,3,3,3,2,3,3,2,2,2,3,2,3,2,2,2,3,3,2,3,2,2,2
763,Backend Engineer,3,2,3,3,3,3,3,0,3,3,0,3,2,3,2,3,3,2,0,3,3,3,3,3,0,3,3,2,2,2,3,3,2,3,2,3,3,3,3,2,2,2,2,3,0,2,3,2
764,Network Engineer,0,2,3,2,2,3,2,0,3,3,2,0,0,2,3,2,3,3,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,3,0,3,2,2,3,2,2,3,3,3,3,2,3,2
765,Frontend Engineer,2,2,2,2,3,3,3,2,0,3,2,2,3,3,3,2,3,3,0,3,3,3,3,2,3,3,3,3,2,0,0,0,2,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3
766,Blockchain Developer,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,2,0,3,3,3,2,2,3,3,3,2,3,3,3,0,2,0,0,3,3,2,2,3,0,2,2,3,2,2,3
767,Network Administrator,0,0,0,3,3,2,2,2,3,2,2,2,3,3,2,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,0,2,2,2,3,3,2,2,2,3,2,3,3,3,3,0,2,3
768,UX Lead,3,0,3,2,0,2,2,3,0,2,3,2,3,2,3,2,3,3,3,2,3,3,0,3,2,3,3,3,0,2,2,2,3,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2
769,Web Developer,3,2,0,3,3,3,0,3,3,3,2,0,2,2,0,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,0,2,3
770,Big Data Engineer,0,0,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,0,3,2,2,3,2,2,0,2,3,2,3,3,0,2,2,2,3,3,2,3,3,2,2,2
